,bert_umap_0,bert_umap_1,bert_umap_2,bert_umap_3,bert_umap_4,summary_umap_0,summary_umap_1,summary_umap_2,summary_umap_3,summary_umap_4
137,-0.042843305,6.393697,2.976318,3.7517536,4.4158435,7.6586566,8.326739,1.6658416,3.4416687,5.775067
138,4.454179,5.4417,10.889246,3.324423,5.5262804,6.145001,1.7568848,4.6388907,2.3518977,4.622753
139,-2.502729,8.479278,3.9102364,2.4273112,5.0142393,6.945944,7.2294545,4.544313,4.473404,3.693101
140,-0.2753795,6.372107,2.3685796,3.987565,4.757533,6.3926377,7.283882,3.844044,4.9601717,3.6874547
141,-2.279905,8.00454,4.777742,2.6237025,5.0951896,6.4088793,7.094234,3.935833,4.5180197,3.3721402
142,-1.804753,7.7278748,4.877542,3.3027885,6.028832,6.9990835,7.287291,4.488988,3.7039866,3.786226
143,-1.9234945,7.742476,5.3431816,3.718511,6.4379606,8.594077,6.359006,3.1405432,5.601098,3.814712
144,4.8595295,5.787867,11.065199,3.218668,4.5632253,7.187939,5.757171,7.468286,5.8657575,1.1155514
145,-1.388736,7.132008,5.475704,3.891475,6.204341,11.29352,6.2311864,2.5523827,3.7005012,3.0177808
146,-1.9141246,7.700741,5.3803654,3.742652,6.439172,8.045093,6.483969,3.0383112,5.8378797,3.6962821
147,-1.53627,8.26759,4.9774446,2.3454196,4.555191,6.876876,7.111652,4.66621,3.9282012,3.7746508
148,-1.6168132,7.725891,5.292191,3.6431456,6.1098046,7.2145133,6.8862014,4.5352864,4.0871882,3.904296
149,-1.7077518,7.6454124,5.777807,3.4890466,6.66454,7.3660545,7.086533,4.5225997,4.0937285,3.7617748
150,0.14011534,6.1264243,7.9166384,4.601552,5.785422,6.407996,7.13733,4.120457,4.216343,3.9217503
151,-1.9157566,7.6863127,5.7652946,3.9431887,6.416783,7.2365236,6.903053,4.493788,3.7009733,3.7855287
152,-1.1889747,6.883153,5.7286425,3.471988,5.9291964,6.648019,7.1832867,4.5938954,4.08015,4.077426
153,-1.879744,7.785289,4.836943,3.2276142,5.9887695,6.980674,7.3014727,4.3523407,3.889495,4.0424128
154,3.2255611,7.295069,9.807498,1.3435171,3.4825728,8.776221,7.0563965,3.1337526,4.9919314,3.4358737
155,-1.3322028,7.5097117,5.625063,2.407563,4.7560945,6.3482623,7.2045465,4.3523617,4.200296,3.8045936
156,5.073152,-0.031795233,11.04253,3.3509676,6.5815096,5.860592,1.3343838,-0.53963804,1.2668272,-3.1715162
157,0.028633311,8.379945,4.09636,3.2256258,4.5089655,8.920155,6.4253106,4.168712,4.708188,1.9725466
158,-1.7179021,8.537288,4.387487,2.8449843,5.2825737,6.858445,6.948883,4.364327,4.1943316,3.7951565
159,4.8141813,8.039621,9.721637,4.56762,4.6741185,8.946625,6.185338,4.4746494,4.46085,1.8040047
160,3.5691395,8.064274,11.569436,3.2174492,4.571178,7.975566,6.2586575,3.4169848,4.526493,2.259817
161,-2.3400397,9.570565,4.705781,3.0193627,5.3218665,7.211699,6.846316,3.538319,5.0705123,2.0373902
162,-1.994221,8.615935,4.76794,3.300644,5.6420674,6.9550056,7.0108647,4.501725,3.9415872,3.8836517
163,-1.4008908,8.201717,5.70487,2.1604202,4.5141525,6.4625344,7.2938623,3.6554918,4.4162273,3.4475071
164,-0.114247985,6.137051,7.388219,4.65781,5.898663,6.776928,6.8725533,4.53595,4.08915,3.9471164
165,-2.1945448,9.07566,4.631819,3.2654364,5.2782493,7.178991,7.012863,4.4797916,3.544085,3.8205237
166,-1.3306342,7.0857663,5.9379854,3.9990501,6.205805,6.8172455,6.81692,4.661313,4.2985506,3.723009
167,-0.06759466,5.65079,7.413657,4.520942,5.82168,11.015305,6.550321,3.0225184,3.8074322,2.5732458
168,-1.2561644,6.28664,6.4693966,4.4965677,6.1840386,6.7795334,7.020667,4.4753985,3.937272,3.6150177
169,-0.38641933,5.8982105,7.4153924,4.572485,5.890116,7.897982,7.1279287,2.9079666,4.477686,2.3853428
170,-0.9905559,7.115963,6.522283,3.704651,6.476529,6.873123,6.6954665,4.561494,4.29074,3.7263699
171,-0.78103894,6.0098367,7.395703,4.767792,5.5992894,6.6856213,6.998712,4.0663896,4.6775455,3.32348
172,5.0740447,-0.02354357,11.041223,3.3495224,6.5796595,5.7879734,0.0073732724,0.7177132,1.3848282,-3.0935833
173,-0.5285667,5.917965,7.3483286,4.4386425,5.6937194,10.933423,6.5705013,3.0663192,3.7718122,2.9474483
174,-0.1808453,6.883833,2.1400561,2.9617543,3.9802506,8.851223,6.978705,3.7166452,5.2868204,2.9168556
175,0.3692385,5.4226875,7.939679,4.6272683,6.6888313,7.4926386,6.744018,3.3446128,4.994583,2.378816
176,0.26934478,5.320405,7.981296,5.0654035,6.507563,8.024078,6.920091,5.5197816,2.9152596,5.146892
177,0.25477904,5.368589,7.9692535,5.003141,6.522092,8.033664,6.896557,5.4642396,2.970306,5.1172156
178,0.25159281,5.371323,7.9662857,5.002492,6.5235715,8.000949,6.857254,5.7738576,2.6376343,5.555384
179,0.2621526,5.365206,7.9784856,4.994006,6.5239677,8.978906,6.708743,6.109609,2.2241728,5.867373
180,0.25285855,5.3703995,7.9685316,5.002223,6.5238533,8.281314,6.813497,5.9929485,2.3625054,5.8730245
181,0.25588775,5.3686876,7.9719477,5.00082,6.5252137,8.744021,6.7505293,6.1130533,2.2273524,6.243444
182,0.26831076,5.3687315,7.993726,4.988781,6.5256658,7.854263,6.7929616,6.4298086,1.8497455,6.5858083
183,0.6051938,5.578255,8.585118,4.279304,6.570717,6.8334446,6.1387515,1.8550348,4.047634,4.266103
184,-2.400702,9.609911,4.774383,3.041455,5.3490953,6.8578706,7.1887727,4.5766096,4.052228,3.622588
185,-1.4236987,7.1405706,5.579047,2.3043845,4.5724144,6.800787,7.0986257,4.4141083,3.9950402,3.9362166
186,-2.0242398,8.072003,4.388354,3.1511135,5.4817514,6.968982,6.777291,4.1560984,4.415822,3.2277117
187,-0.2578721,5.8533244,7.395388,4.5933204,5.938351,7.252499,6.808456,3.446781,5.128878,2.0896802
188,2.922821,6.180081,9.425904,4.212822,5.4230742,6.5225816,7.2590914,4.1218715,4.9886093,3.3432338
189,5.0730095,-0.029998489,11.042228,3.3508866,6.58149,5.66918,-0.023791082,-0.036277737,2.1981146,-3.5135696
190,1.1501257,5.9776874,8.669946,3.9028218,5.911917,7.7469125,7.1805124,2.9045608,3.9842975,2.9120166
191,-0.4138978,5.294233,7.288557,4.3257804,6.2352557,6.7832203,7.234913,4.552288,3.8444269,3.794953
192,-3.0644224,10.348011,4.853381,3.4506862,5.5572886,6.2721148,8.689357,4.6209636,7.2698665,-0.08043567
193,-1.3353924,7.035895,5.7741656,2.3022492,4.9975286,10.671386,6.6694217,3.1005964,3.8893385,2.7529607
194,-2.3761919,7.5991845,5.2168775,3.8129468,7.014373,6.384455,7.2903023,4.1307487,4.949476,3.2736037
195,3.4685926,6.7153687,9.800701,3.9729125,4.7736645,6.9955816,7.2927938,4.2959476,5.1298833,3.1638563
196,-1.8323789,7.355728,5.543509,3.7955406,6.430353,7.209861,7.1285515,4.3755274,3.5976362,3.6495504
197,5.07505,-0.03380454,11.036702,3.3492177,6.584198,5.226512,0.6275098,0.64205384,1.6274264,-3.9050395
198,-2.032873,7.362855,4.8080945,3.4459264,6.129768,7.1859403,6.9339075,4.4081726,3.682795,3.7805555
199,-1.3217671,7.1208405,5.2527227,3.914427,6.185906,7.3574133,6.7444115,4.46262,3.596763,4.0404286
200,-0.2856913,5.8700137,8.052098,5.0444417,6.3983636,7.151087,5.5620513,2.9386873,4.7533946,4.2463183
201,-0.42295122,5.7631454,7.792522,4.691528,5.881386,10.856001,6.6099744,3.0819967,3.839993,2.8524294
202,-0.44913015,6.0161796,7.2679157,4.36761,5.92891,6.780316,7.199938,4.5255885,4.3361216,4.027235
203,1.0032824,4.637623,8.389569,4.2059236,6.151755,9.591191,7.871155,2.2077456,4.722137,3.2645311
204,3.557742,6.786867,9.83871,3.9359531,4.709144,6.539272,4.954448,3.737798,4.39682,6.212243
205,2.738158,5.6021214,9.474246,4.3295355,6.379872,8.997857,7.923475,2.673391,4.9084578,3.0904877
206,2.268159,9.296187,8.2593775,2.8825507,3.6025083,6.350791,7.0483956,4.331398,4.1935835,3.7536395
207,-1.3396248,7.1277156,5.585051,2.6234136,5.1128073,7.9510317,7.2455273,3.8024888,5.086855,2.609183
208,-2.6261902,10.154891,4.8390117,3.6429348,4.940376,7.0425677,7.0376,3.8698967,4.193657,3.447578
209,-2.4223351,7.5785713,5.2339706,3.8534162,7.0768523,7.457001,6.9609823,4.515936,3.759717,3.9456334
210,-0.052712224,6.4232564,2.9795277,3.7465212,4.425061,8.251039,7.057552,2.122727,4.354765,4.228746
211,-0.2061109,6.526688,2.9902337,3.7380667,4.5299735,9.118025,6.889129,2.309388,4.186783,3.4517748
212,-2.1553059,7.6391172,5.448277,3.4448946,6.9905095,7.059079,6.9159517,3.6083372,4.2753706,3.050768
213,-1.695608,7.481116,4.8722305,3.007761,5.6951804,7.001356,7.172365,4.608549,4.0439935,3.7871444
214,-0.40402922,7.2051477,3.9820895,2.854553,4.494958,7.2450023,6.8463335,1.8610773,5.540641,4.4001064
215,-1.7351483,7.942116,5.097648,3.5896404,5.9147615,7.2950335,6.840567,4.3489885,3.6709335,3.8715997
216,-1.7273685,7.512132,4.7592363,3.0243478,5.777365,6.868127,7.072061,4.4181833,3.9651709,3.8167114
217,4.2921066,6.8668466,10.996389,2.7236137,3.6224601,8.710342,8.088401,2.9624734,4.3338056,2.1894326
218,-0.5901535,6.029599,7.3952746,4.707787,5.8948927,6.7041907,6.8036666,4.6057577,4.3580055,3.8000553
219,-0.62925035,6.2724624,6.968031,4.3774757,6.4614487,6.6315765,7.032742,4.447495,4.147245,3.8961926
220,-0.47140756,7.1662507,4.006987,2.831723,4.5054307,6.7572794,6.661021,4.034115,4.6405807,3.9457455
221,-1.6040645,7.531246,5.0068755,3.6158752,6.1032376,6.7920475,7.0484686,4.444101,4.226498,3.9513388
222,-3.461421,9.217518,4.1522064,2.7320948,5.2082806,7.0878577,6.929097,4.3958907,3.847109,3.9250202
223,-1.1693554,7.4687324,4.938411,3.4202042,5.9639864,7.7280397,7.114521,2.9608629,4.6141925,2.4656334
224,-1.4199296,6.717251,5.8493586,2.2196803,5.220462,7.1153326,7.092131,4.616854,4.3191648,3.9215636
225,4.857912,7.23907,9.953408,3.6160243,4.765339,8.086625,6.4952464,3.6908844,5.090723,2.4128394
226,-1.4783382,8.783271,4.336551,3.045744,4.919262,7.142855,6.79172,3.5588048,4.8914976,2.5184624
227,-1.375154,6.929165,5.7152457,3.4254835,6.0079937,6.4135613,7.18356,3.903913,4.630257,3.4640968
228,-0.409135,7.195597,3.9855669,2.8512192,4.4967427,5.64119,7.1454635,0.94419515,5.7216644,3.6655831
229,0.07795268,6.0116825,7.819351,4.526513,5.736991,10.917594,6.3112955,3.998085,3.4791949,3.492062
230,-1.2449397,6.761746,6.0828185,3.5279694,6.134065,6.3546286,6.8598423,4.3906717,4.1690245,3.5081809
231,-1.3910582,7.2480164,5.7882648,2.0499163,4.5815964,6.584695,7.1235166,4.2095103,4.5814967,3.6281888
