,bert_umap_0,bert_umap_1,bert_umap_2,bert_umap_3,bert_umap_4,summary_umap_0,summary_umap_1,summary_umap_2,summary_umap_3,summary_umap_4
889,3.7591577,8.555906,9.150717,3.7054014,3.9786675,6.8303175,7.1396427,4.2802258,3.957493,3.7746458
890,3.8444014,8.465086,9.163411,3.8094437,4.0289736,7.0094166,7.2727394,4.2007155,4.34979,3.679822
891,-2.449823,9.799257,4.6922135,3.0951545,5.184861,6.889655,6.887534,4.275561,3.9898198,3.7303715
892,3.9583921,8.43334,9.20897,3.8541431,4.0234976,6.9982624,6.967101,4.3667145,3.9717188,3.6019278
893,4.084082,7.8221545,9.857901,2.3481,3.3648324,8.433969,7.169198,4.144404,3.463187,3.4207013
894,4.281626,8.790948,11.510783,5.668238,4.7052913,8.622711,7.2872534,3.0338585,3.7832222,3.434836
895,3.6431994,8.580409,12.019895,4.184989,4.3092275,9.251882,7.060428,6.357153,5.905964,3.4929082
896,4.891384,7.357595,10.425744,3.0169218,4.561356,7.358752,7.1755614,2.7365844,3.2963846,2.3751113
897,4.455194,7.6221657,9.898739,3.5896552,3.9783578,8.924196,6.344581,3.6458545,4.224336,2.5156372
898,5.2118025,6.1980357,11.21678,3.8935122,3.668683,7.1317453,6.0551896,1.9232118,5.231912,2.9327056
899,5.5657883,7.9093456,10.464146,3.2191763,3.6036334,8.45731,5.024778,4.5591908,4.220924,3.2176979
900,2.5904155,9.142196,8.37137,3.0436742,3.8920636,6.64577,7.052391,3.9313755,4.626336,3.214278
901,5.238441,6.8281074,10.704052,3.7489684,3.2730656,8.771685,6.571987,2.8643508,4.442464,1.3773564
902,4.8758764,7.1259427,10.896657,2.5299003,3.7165701,9.479464,6.3231354,3.1375532,4.715112,1.5792017
903,2.1545165,9.6002035,7.974426,3.0753808,3.8452332,7.0705214,6.7460165,3.7193642,4.7209377,2.911428
904,2.6421533,9.182636,8.286522,3.0837426,3.8821535,7.4051743,6.7036347,3.5412292,4.923359,2.5057352
905,-1.5134779,9.92094,4.8806057,3.0993752,5.047481,7.205202,6.8959513,4.346805,3.9441433,3.8669724
906,4.9985604,7.1130342,10.509092,3.602624,3.438622,8.396898,6.3139124,3.563339,4.503595,2.149322
907,3.9804688,7.614672,10.014809,3.4815102,4.0019903,6.745615,6.9884443,3.957147,4.6523147,3.1626992
908,-1.223571,10.10295,5.031121,3.0654302,4.957673,6.980354,6.968827,4.248725,4.0322413,3.690271
909,-1.238886,9.836822,4.8453894,3.0943708,5.0377502,7.3007574,6.906621,4.4016323,3.9295676,3.6950479
910,-2.6692173,9.916161,4.692734,3.0587175,5.295874,6.4603004,7.4340916,4.050294,4.9010444,3.0870826
911,-1.3559272,9.536796,4.964276,2.76433,4.7326436,8.593197,6.380746,3.906484,4.3030005,2.5327938
912,4.966622,7.7390656,10.220086,4.031994,3.3823695,9.233449,7.1608067,3.3801942,4.278072,3.08229
913,4.3423853,8.311446,10.421397,1.8805096,3.4877768,8.054013,8.207309,2.6694057,2.9171054,3.5748904
914,3.972727,9.157524,11.410273,4.78698,4.405381,6.806767,7.213449,4.1994476,4.352076,3.2208936
915,4.993987,7.3161325,10.873658,3.2818196,4.3096523,6.025985,5.7982516,4.6399274,5.2989235,2.436071
916,-0.9590963,9.637979,4.524142,2.5586514,4.7314153,9.204826,6.4880185,4.344038,4.793509,3.3822262
917,3.0877094,9.022095,8.835496,3.2124913,3.694018,8.961692,7.3932133,3.3440528,4.2007585,3.0993853
918,3.5839796,7.8135734,10.65719,3.0646582,4.014293,9.080465,6.5269475,0.55302846,3.8651793,4.57955
919,4.808178,7.3676567,9.830423,3.6002893,4.821408,8.07512,6.3410788,3.1811764,2.705692,2.97664
920,-2.2097886,9.571237,4.56732,2.897764,5.2408876,6.392662,7.0801973,4.0425963,4.628141,3.2709608
921,4.7287793,8.263875,10.64141,2.8328881,4.1931176,5.988521,7.191312,3.906609,4.8882823,3.2703125
922,5.5532885,7.861741,10.416314,3.1613429,3.785247,8.870129,7.057755,2.8672938,5.17008,2.6174989
923,-1.2057838,9.358362,4.3636637,2.8046148,5.032868,8.778801,7.1230383,3.3224535,4.1652684,2.761025
924,5.036779,8.900439,10.731212,3.330166,4.327544,7.073408,6.814923,3.1557,5.2491093,2.3027918
925,-0.8117947,9.913561,4.9281096,2.8661222,4.8588257,7.6120234,6.8491526,3.9488547,4.543977,2.7613592
926,4.6358995,8.666069,10.663884,2.7091985,4.397534,5.6883163,6.855695,4.0518355,5.2906165,2.651096
927,4.7254443,8.495694,10.63331,2.6644545,4.390377,5.5997114,7.38649,4.043921,5.1177597,3.309562
928,-1.4913069,9.948978,4.9217567,3.0359352,5.03988,7.002582,6.9696703,4.3134,3.969626,3.625215
929,2.6438174,9.900992,7.8385825,3.4691947,3.9108565,6.814697,7.0602913,4.1620226,4.4056573,3.2829163
930,-1.2216911,9.711598,4.6672997,2.7556474,5.023355,6.803795,7.0194054,4.226733,4.1705546,3.542722
931,4.8887353,7.5767107,10.512654,3.483378,3.3186088,7.978094,6.64063,3.5665076,4.1618786,2.370431
932,4.0433054,7.8795447,10.55371,3.105205,3.7685075,7.9899163,7.157034,3.8128436,4.435717,3.1877866
933,4.914985,6.9333444,11.124278,3.0957382,5.084886,8.724439,7.1878276,2.6445343,4.1712,2.87126
934,-2.785665,9.889631,4.669621,3.0313601,5.370258,6.4584517,7.428992,4.07226,4.807733,3.1058564
935,4.9620266,7.5755816,10.630557,3.2610111,4.3175273,8.086367,6.639838,4.276454,5.2151165,2.4947655
936,-1.469483,9.775809,4.803925,3.1449127,4.8696976,8.157041,6.207002,4.176732,4.4730573,2.321999
937,-2.5018957,9.94,4.812069,3.0825727,4.876848,7.080484,6.876198,4.251983,4.1070824,3.6334372
938,4.6047235,7.297326,10.761707,3.0391092,3.1837702,9.6465845,6.047897,3.3413517,5.1146765,2.0005896
939,2.1584475,9.178322,7.9483533,3.036912,3.9115152,7.205022,6.8567076,4.2929535,4.005525,3.7251885
940,-0.62850744,9.975335,5.1502485,2.702313,4.6463537,7.1106424,6.8681507,4.247649,4.026436,3.6627092
941,-1.4651121,7.8528185,4.909678,2.0019953,3.9154913,7.246138,6.7637353,3.556506,5.1637273,2.5394192
942,5.648585,9.066189,10.322268,3.218995,3.9098866,9.9894495,5.522006,4.6603723,4.117147,2.10211
943,-1.3224696,9.607617,4.908916,2.6917226,4.680033,7.017343,6.824407,4.1520643,4.0096245,3.5801876
944,4.6217556,7.7396793,11.113969,2.5474818,4.5515733,7.5071425,6.6829915,3.774017,4.7505684,2.4873228
945,5.3552814,7.5280128,10.541132,3.327452,4.041273,8.108541,6.6217422,3.1607785,4.9270744,1.9818826
946,5.475445,7.343974,10.450997,2.8148935,4.3761406,8.875199,5.680508,5.0319695,4.4458947,1.7851954
947,3.6638699,7.7471814,9.372946,2.2359025,3.2439086,7.328772,6.9365416,3.5455208,4.9656954,2.474378
948,4.129059,7.9375906,10.189002,3.3821304,3.8768983,8.938088,6.6770034,3.2392213,4.508009,2.319939
949,4.838798,7.9720626,10.059955,2.7263818,3.7319622,6.966964,6.937729,4.2224674,4.057631,3.8313308
950,-2.5776935,9.945818,4.8698697,3.114909,4.908993,6.495519,7.1930885,3.862403,4.999807,2.87076
951,3.0321977,8.356165,10.835329,2.7124224,3.7775927,6.4555607,7.1141005,3.7871332,4.7618985,2.7784579
952,3.9267833,8.231613,9.235212,3.867752,4.42455,6.747659,7.1694627,4.061473,4.7040625,3.485972
953,4.9552903,7.3163466,9.990228,3.4624474,4.8964057,8.050839,6.9930744,5.608521,3.9112835,1.5256287
954,2.3600368,9.345529,7.9820404,3.1129165,3.9057612,6.7956376,6.98839,3.5670376,5.1192884,2.4041946
955,5.4389324,7.275671,11.258198,3.4594061,4.420033,9.794961,5.627872,1.2619077,5.696522,6.035646
956,-2.7963889,9.882721,4.6701326,3.027652,5.3726964,6.495988,7.320217,4.0529127,4.760291,3.0986073
957,5.5490346,8.970325,9.525221,3.2619753,4.262031,6.786385,6.9908338,3.5669045,5.1270113,2.4060953
958,4.307125,7.421631,10.05132,3.531471,3.9433799,9.69692,7.278207,4.095077,3.9151702,3.6726832
959,4.875878,7.5175233,10.6107,3.4491374,3.9449363,9.375638,6.556567,3.0381703,4.9598107,5.561615
960,4.990735,9.173818,9.8605585,3.3633835,4.484212,7.864058,6.94044,3.0150492,5.556103,1.5569146
961,-0.9499418,9.690232,4.6091185,2.5760307,4.682422,9.505211,6.225956,3.250964,4.3765182,2.060169
962,4.4716916,7.212739,10.009287,3.2858605,3.6688492,8.9313755,7.998764,3.927868,4.809834,2.463932
963,-1.7048609,9.616187,4.6402297,3.0136864,5.249056,6.9755173,6.7245426,4.2799873,3.8795993,3.7763474
964,-1.1772343,10.262073,5.1762514,2.9554167,4.622415,7.0277305,6.8682675,4.3086967,4.029752,3.7840104
965,3.5500534,7.9247375,9.308528,3.7106879,4.8427844,6.890719,7.0684066,4.1321063,4.208377,3.756707
966,8.322415,6.5503116,12.156211,1.6878525,8.746914,7.4941187,7.8818502,5.212756,2.5455022,2.403006
967,4.939811,7.0251937,11.010484,2.5092807,3.76874,8.600448,4.387262,5.110681,5.7223544,2.152805
968,4.9884253,6.7528267,10.917827,2.8980217,4.176841,7.6150174,4.9140754,4.8568945,3.5046237,1.0499073
969,5.0166535,7.2404504,10.559362,3.0648813,3.5299926,8.045212,6.594382,5.3161216,3.3398585,3.7819965
970,4.430225,8.2830515,10.016932,3.736168,3.358829,9.159185,6.2681785,4.084059,4.1841335,2.3226726
971,5.2841983,7.3908095,10.288561,3.7060666,3.1285927,6.9860916,6.9711394,3.8711154,4.583965,2.7113194
972,4.7594852,7.5866504,10.374291,2.9066527,3.523111,8.755894,5.026039,4.9291983,4.649227,3.2417998
973,3.9213934,8.189908,9.461167,3.406461,4.1557145,8.833596,6.197808,4.0169716,4.413989,2.6693983
974,3.964456,8.803466,11.43409,4.4785333,4.259419,8.922311,7.9336367,5.29967,5.807837,3.7150245
975,4.345683,7.490989,9.999976,3.4493163,3.9313462,9.096665,8.2271185,3.104592,3.5637372,3.6155655
976,-1.4960986,8.317398,5.12139,1.8413577,4.24206,7.0434003,6.9267645,4.295341,3.994308,3.676276
977,3.2314045,8.678408,10.275866,2.2403767,3.6763353,6.7578716,7.1444335,3.8223794,4.919444,3.0234742
978,4.8835373,8.299439,10.170613,3.8696406,3.386347,6.9450297,6.9376254,4.349497,4.208808,3.6760201
979,2.5348892,9.548063,8.44266,3.072238,3.7431273,6.9669843,6.8715734,4.1689353,4.073795,3.6376579
980,3.8232193,8.212633,8.665905,2.2384834,3.4193826,6.6999865,6.880478,3.722115,4.921396,3.132119
981,4.1713314,8.049695,10.618242,2.7801054,3.538233,9.228116,7.0116444,3.5102897,3.5454292,2.7845585
982,4.922448,9.030618,10.799563,3.3571846,4.2269645,6.889987,7.0878506,4.273302,4.0967293,3.7012527
983,4.19841,7.4609714,10.134321,2.8064947,3.9245176,8.138206,6.604448,2.6756423,4.2329297,4.5643525
984,4.625388,7.8390746,9.687741,3.052717,3.8615606,8.193263,6.601946,3.1884677,4.685725,2.6701977
985,4.9938073,6.753855,10.893755,2.8826199,4.125018,9.506197,8.273483,3.3723626,4.0513344,5.067524
986,4.968788,8.156977,10.064841,3.9911149,3.3566902,6.885758,7.1250157,4.1655726,4.3978024,3.3572135
987,4.1195245,7.7305427,11.752332,4.7855163,4.1794305,8.469302,8.543211,7.9743233,7.628785,3.8081365
988,3.6791162,8.274272,9.324008,2.943765,3.8757777,7.188707,6.8704753,3.7483335,4.7790394,2.7722378
989,3.837138,7.99307,11.437731,4.5570636,4.4605246,8.930241,5.226924,4.219422,4.206242,3.6344068
990,4.792777,8.972545,9.703669,3.5383239,4.1004267,6.86301,7.151792,4.0353255,4.7898846,3.2077312
991,-1.5616014,8.966947,4.750297,2.423291,4.9263244,6.6472564,7.285204,4.0109935,4.0816803,3.2978342
992,3.8218985,8.860684,9.581818,3.3882294,3.8437517,8.737757,7.7934637,3.7109065,3.435556,3.5757074
993,4.220997,7.9241014,10.441305,2.9037893,3.5381136,7.8567696,6.8818073,3.418516,4.9264483,2.186877
994,3.6832035,8.288267,9.381303,3.0128658,3.9356391,6.790967,7.026307,3.6033368,5.2022996,2.6605065
995,0.076758064,8.234946,3.8727288,3.31959,4.4524603,7.0973816,6.740951,4.218116,3.737497,3.8831797
996,3.2412987,9.086196,10.15748,2.7107282,3.6500359,7.057357,6.7784705,4.1075063,3.7473078,3.8974547
997,3.7209787,8.542145,10.737225,3.0374663,3.8353183,9.136103,8.392812,4.6156974,4.154557,2.2972147
998,-1.1690228,10.347832,5.276015,2.8868306,4.487294,7.045475,7.0184917,4.189829,4.371373,3.3294954
999,3.7875087,8.175453,9.764457,2.9668446,3.4048784,8.804973,6.9708166,3.4555418,4.6699977,2.222934
1000,3.5741835,8.603751,9.342778,3.348879,3.6873205,8.693193,7.5561757,3.2343585,2.7238436,3.2180557
1001,4.287084,7.3546314,10.192396,3.5988908,4.017658,6.519088,7.129827,4.075011,4.6512885,3.5166523
1002,4.4720774,7.055979,10.668972,3.6655354,3.810937,6.5055995,6.7386513,3.805035,4.4516683,3.2335112
1003,5.1400404,6.745646,10.90848,2.9795732,3.7956443,7.47166,7.0391974,2.433158,3.7617157,1.5645396
1004,3.4803493,8.086956,9.7829485,3.2160141,4.1742296,6.703984,7.1709843,4.170324,4.490042,3.4493124
1005,4.5740657,7.583213,10.165385,3.8450124,4.330209,9.190953,6.9877486,2.713295,4.246125,2.6513553
1006,-1.3473997,9.467496,4.77414,2.8849227,4.738708,7.3171062,6.8203697,4.395996,4.0436316,3.9344406
1007,-0.62864214,10.391097,5.2523627,2.9256814,5.132216,7.2612867,6.896087,4.1029944,3.8047502,3.7822235
1008,-1.4111725,9.574808,4.4250827,3.4902172,5.2578278,7.0227714,7.004188,4.1084948,3.690617,3.8536456
1009,2.7262852,8.992951,8.670384,2.8487449,3.7022812,6.756033,6.855251,3.7013774,5.1778154,2.9051702
1010,4.5952315,7.0505877,10.514107,4.006633,4.157274,9.259707,6.099668,3.3553815,5.2567964,2.0075505
1011,4.307079,8.990814,10.88881,4.0345674,4.3485026,6.8336687,7.1706448,4.234439,4.4065957,3.6871243
1012,2.9046667,9.15592,8.47263,3.0586653,3.761904,6.9298596,6.95795,4.268408,4.0111566,3.608645
1013,3.621934,7.82188,9.410892,2.483026,3.3254433,8.076581,5.5111012,4.3588586,4.2162304,3.165078
1014,5.222857,8.600294,9.929405,2.6850667,4.476295,8.841057,6.625566,3.1451,4.614551,2.2780964
1015,2.231887,9.4322195,7.7570996,3.1396515,3.8751664,7.284398,6.772096,4.372662,4.070064,3.8759878
1016,4.53321,8.61264,11.820677,5.7433486,4.8385015,9.156503,9.579296,3.4857056,4.9431095,3.9788654
1017,4.2582393,8.154622,9.537839,3.823261,3.7491357,8.35102,7.195678,3.634725,4.2912025,1.5488338
1018,4.4913635,7.947142,9.787819,3.421844,4.1705937,8.426016,4.259085,1.6897357,6.1499586,2.4769728
1019,4.9163475,7.0823913,10.967388,2.5419252,3.7796462,8.799098,4.9727926,5.265284,5.275967,2.205508
1020,3.6870282,8.37138,11.616703,5.152532,4.313864,9.674832,1.4424165,1.5853317,6.6706195,8.956028
1021,2.7229836,9.880018,7.8312645,3.1758819,3.4596741,7.088925,6.8769364,4.334786,3.924524,3.8024395
1022,3.9230037,7.9142756,11.708943,4.9634943,4.261666,9.217101,9.143417,4.3927097,5.69601,3.227138
1023,-2.0934448,9.356821,4.3997645,2.7291076,5.148385,6.67511,7.767639,2.6901119,3.3128917,3.848831
1024,3.2654908,8.190653,9.553666,2.989071,4.1257915,6.935842,7.034494,4.222512,4.3724685,3.3116102
1025,3.9196699,7.605478,9.981397,3.532584,3.986103,8.784383,7.161628,3.3155205,4.093314,3.5950632
1026,3.9693224,7.7475786,11.638067,4.701011,4.427827,10.307275,6.5780954,3.6142404,3.2759829,3.2365
1027,3.5254173,8.017256,9.543973,3.2994952,3.7004254,7.3468885,6.6567216,3.0661418,5.205227,1.9749057
1028,4.0624065,7.551461,9.964037,3.2476542,3.6853454,7.0025153,7.20856,4.2635956,4.2659006,3.2988865
1029,3.8134956,8.2694,11.46429,4.7490053,4.256792,8.963018,6.9262176,2.957801,4.631243,2.5151236
1030,4.643947,7.754627,9.865295,4.0999637,4.339781,7.320184,7.2597694,2.736248,4.4061923,3.3866909
1031,4.093591,7.5047407,11.627846,4.844358,3.834468,8.296203,8.280517,7.385762,7.5171566,3.4094229
1032,4.439792,7.489251,9.489575,2.7606483,3.4723945,6.8679476,7.062267,4.092867,4.0139585,3.5452533
1033,3.7897797,8.298537,11.516451,4.840977,4.245875,9.480535,6.8085437,2.9901893,4.3678255,2.606253
1034,3.5576954,8.638037,9.315293,3.274068,3.6386843,7.0188437,6.92939,3.5022888,5.1542134,2.369558
1035,3.734111,8.453071,11.411629,4.402676,4.128547,7.0603247,7.0242777,2.5980759,4.053053,2.9554026
1036,3.8725216,8.215179,11.317732,4.5108685,4.1432414,9.147178,4.9450107,4.9548936,4.668077,3.1722224
1037,3.8461773,8.271671,11.264158,4.520081,4.119744,6.7085295,7.130237,4.080435,4.3655763,3.3008547
1038,3.834228,8.235663,11.302946,4.5354366,4.1295967,9.334723,6.684467,3.6334672,4.948632,2.8436744
1039,3.8600602,8.185156,11.177305,4.432828,4.115285,7.087971,6.9958777,3.6690457,4.9167137,2.571798
1040,4.8727846,8.314109,10.776472,3.0672135,3.6349642,9.867182,5.4996486,3.5420244,4.632344,2.801247
1041,5.380967,7.6406584,10.659306,3.7024589,4.041818,8.634188,6.6003046,3.922926,4.3367133,1.5990372
1042,-2.0465827,9.38263,4.464475,2.7751715,5.1142893,7.23384,6.8679695,4.2955813,3.9719243,3.7849388
1043,4.7108655,7.6541314,9.74594,2.970747,3.531503,6.965569,6.975128,4.2254934,4.0882726,3.593535
1044,4.8039093,6.5841875,10.172313,3.284191,4.1088324,7.825253,6.402576,2.923649,4.9404883,1.9028798
1045,4.380993,8.000021,12.069175,4.9323506,4.6119847,11.679766,8.613321,10.478448,8.615007,-0.68488574
1046,4.351874,8.115137,10.677976,2.9085867,3.6436794,7.2898083,7.015286,3.36444,4.912585,2.2020006
1047,4.113014,7.9397554,12.043336,5.085008,4.453825,10.971607,8.693269,11.049753,8.439071,-0.36578384
1048,4.028703,7.8207583,11.813936,4.8390126,4.297761,8.736257,7.3262153,6.005759,5.207817,2.253179
1049,3.7186627,7.735786,11.67517,4.5893645,4.593961,10.764442,8.334221,10.846701,8.795278,-1.0698225
1050,3.8683567,7.8080187,11.807841,4.8917103,4.392191,10.342186,8.160272,11.132571,8.346802,-0.8351917
1051,3.8867145,7.8345475,11.797062,4.8802557,4.3611007,10.79868,8.656925,10.980374,8.429469,-0.45635483
1052,3.5526638,7.667685,11.672093,4.738091,4.6767864,10.641982,8.321571,10.859283,8.455796,-0.55680895
1053,3.9530814,7.844338,11.700751,4.7537584,4.3222976,8.234626,7.3428793,3.169895,5.052524,2.3603275
1054,3.7030644,7.342688,10.848343,3.2108865,3.877409,8.121925,8.701322,5.362949,4.206236,3.3786795
1055,-1.9279968,10.2365885,4.8863845,3.1685023,5.1802535,7.3295684,6.7502975,4.331261,3.8954084,3.8260505
1056,4.014483,7.304557,9.970063,3.2234416,3.8765812,6.535527,7.1111116,3.8922653,4.866411,2.943033
1057,-1.9364662,9.379079,4.7812366,2.4632003,4.3561916,7.1177154,6.8370514,3.8888915,4.5836873,2.9366481
1058,4.271706,7.856841,9.93821,3.2875068,3.9482355,6.998387,6.8362255,4.186801,4.0209446,3.797696
1059,4.5340304,7.177226,10.975286,3.7476797,3.9876213,7.618126,10.531735,4.2018948,3.0355935,0.67520165
1060,4.528111,8.601525,10.409168,3.2256827,4.9799733,9.224829,7.332332,3.5511472,3.761342,4.146625
1061,3.6576984,8.489794,9.33904,3.1380486,3.5729315,7.0377293,6.9294696,3.4230728,5.1684146,2.3371174
1062,3.672294,8.700793,11.552218,4.3105164,4.2414837,7.9132657,5.9847717,6.69718,5.7970295,2.410696
1063,2.9923108,9.056885,10.435217,2.7683437,4.0239377,6.7833962,7.0678053,4.240038,3.9802215,3.5830114
1064,3.832376,8.802891,9.946609,3.370857,3.688178,8.793348,7.918007,3.5924795,3.5002174,3.916738
1065,1.1359533,8.618406,5.971486,2.7459269,3.6082084,6.808223,7.057586,4.0843973,4.31822,3.2914426
1066,3.6592865,8.873047,9.984681,3.1589038,3.6039655,6.9521337,7.109736,4.0784907,4.9343505,3.2364817
1067,3.8640022,7.3333955,9.467111,2.8747993,3.6164236,11.289417,4.4371233,2.6190865,4.674867,0.43216342
1068,4.015696,7.793319,9.8751335,2.2945497,3.3363764,9.855238,6.219884,3.716449,4.006928,2.4763653
1069,3.6670468,7.8835726,12.128025,5.5508294,4.3273473,8.567751,7.929996,6.9206963,6.1888204,3.2796154
1070,2.7861812,9.588931,8.090335,3.4264781,3.4465015,6.6419654,7.139612,4.1050715,4.410423,3.3284667
1071,3.8323574,8.016954,9.785271,3.0093822,3.3953202,6.839048,6.995271,4.150955,4.100889,3.56326
1072,4.7022367,6.9182577,10.894112,3.593188,5.0214825,9.307865,6.444296,3.4804738,4.301818,2.2067435
1073,2.999123,9.122772,8.477815,3.1373653,3.931023,7.196012,6.8361278,4.284418,3.8642035,3.7190194
1074,3.141899,7.092838,11.771405,4.1601434,6.8206835,9.08518,8.902311,3.7339666,4.685202,3.89774
1075,2.4107018,9.249888,8.028751,3.0630467,3.8946543,6.55036,7.5932994,2.5523221,2.7929373,3.7189708
1076,4.128383,7.723671,9.86641,3.2847266,3.707994,8.684686,8.2680025,4.418934,3.51252,1.5377469
1077,4.2437167,7.9067574,9.849328,3.6625261,3.915522,6.5030107,7.132818,3.9084775,4.6716194,3.1859593
1078,4.378495,8.082302,9.54139,3.3851788,3.3224518,6.8155212,7.421714,4.0000777,4.8185306,3.1330225
1079,3.658117,7.7553654,11.471455,4.485211,4.647373,10.760771,9.368696,10.948306,9.048495,0.33076882
1080,3.5588756,7.7249823,11.469545,4.512929,4.7362165,11.794116,9.898405,11.532562,8.367945,0.42923582
1081,3.5960789,7.7091107,11.623075,4.4690614,4.6824207,8.420696,7.9325757,11.127805,9.792032,-1.654691
1082,3.6554167,7.7732687,11.579343,4.416754,4.632135,11.638808,10.329441,12.399157,9.0071335,0.878356
1083,2.766769,8.932269,8.758234,2.660213,3.7137747,6.7368617,6.870266,3.5237157,5.1737933,2.38504
1084,4.884961,6.3809013,10.951527,3.7860444,4.2792087,6.9694915,6.136689,2.3407779,4.720462,3.7616389
1085,3.692263,7.7779,11.558958,4.384794,4.605809,11.752435,9.89882,12.035362,9.107774,0.76332754
1086,4.3291035,7.9899726,10.087111,3.9346778,3.6745937,7.8622766,6.9417777,3.016656,5.560768,1.5595883
1087,3.8390627,8.399875,11.6166115,3.159884,3.7774932,7.948285,6.951877,4.879016,4.7467413,4.583236
1088,-2.1343157,9.944092,4.7763557,3.0508602,4.8703785,7.041838,6.8212423,4.08254,3.8797588,3.7641757
1089,5.12997,8.537278,9.935106,2.7994926,4.350377,7.7530565,6.6827865,3.2266264,5.361791,2.0954635
1090,3.2284622,8.447632,9.539752,2.8196762,4.0191526,9.360899,6.9981422,3.7897117,5.3575044,2.990868
1091,2.8472807,8.888783,8.7000475,2.6997104,3.6322749,9.607763,6.2826366,4.8360424,3.5449345,2.9473639
1092,3.6262288,7.7331185,11.563648,4.452332,4.6560616,8.752269,8.166933,11.28869,9.798183,-1.4944475
1093,-1.4708089,9.857668,4.892869,2.8249354,4.7507825,7.1166296,6.8847847,4.2224565,4.081603,3.6622632
1094,3.650424,7.751125,11.568171,4.459937,4.6288195,11.297777,9.681493,11.709758,8.854043,0.28153467
1095,3.7109551,7.7599163,11.4489565,4.4136662,4.5942097,11.49944,10.068032,12.079118,9.106557,0.9885396
1096,2.8944762,9.465308,8.25744,3.280215,3.5205498,7.1278553,6.9571,4.0013485,4.6363144,3.0695932
1097,3.688018,7.784806,11.356543,4.3945565,4.5770288,11.419838,9.141669,12.338597,8.70465,-0.3149941
1098,-2.253144,9.700319,4.3167343,2.687011,5.420378,7.3244143,6.6584063,3.0141919,5.0670857,2.0830314
1099,3.7387857,7.7953935,11.331208,4.362499,4.5223694,11.190119,10.077919,11.870322,8.732279,0.7400783
1100,4.248634,7.9257793,9.233652,3.9880533,4.322471,7.016485,6.9714584,3.4729824,5.028914,2.231806
1101,3.8019564,8.318103,9.659937,2.5067337,3.2603838,6.848126,7.029616,3.7875497,4.87414,2.9452963
1102,4.873247,6.6853113,10.892419,3.5519555,3.92486,8.122894,6.6824517,3.4111712,4.526794,2.3915656
1103,4.517663,8.341063,9.910377,3.597777,4.067053,6.8019514,7.1138763,3.7498026,5.13277,2.2462327
1104,3.6967583,7.815658,11.219841,4.310559,4.5019784,7.948503,6.4309974,5.039885,4.3093157,2.2394052
1105,4.1300955,6.6956615,11.259115,3.2395337,4.235344,7.6173186,7.223174,5.1077785,3.8692112,3.4266932
1106,-1.4311086,9.426874,4.8565593,2.6470087,4.74025,8.96054,6.9327655,3.8608975,5.203791,2.849318
1107,3.8480904,8.806728,11.48154,4.3337126,4.2473955,8.485343,7.3573503,4.8693285,5.403778,2.723846
1108,4.8055997,7.559904,10.557068,3.1051464,3.9873166,6.8866277,7.0345793,4.0461006,4.273188,3.5935328
1109,2.6438854,9.711023,7.955566,2.8019068,3.5686421,6.6780033,7.098602,4.2564664,4.1664815,3.6339884
1110,3.595162,8.548397,10.852807,3.100668,3.8979309,8.152349,6.210851,3.267307,4.0863967,3.9856555
1111,4.0998993,7.7608805,10.630041,2.6160147,4.0297604,6.781053,7.068228,4.081103,4.646734,3.3043268
1112,3.75474,7.818826,11.349413,4.352552,4.5201807,11.671435,10.220066,11.914445,9.062504,0.6073028
1113,3.650815,7.7508206,11.526937,4.439902,4.631171,11.3804245,10.037717,12.113029,8.985962,0.47446865
1114,5.076389,7.475821,10.439275,3.5038126,4.0983257,8.616376,7.7005773,2.8532987,4.121708,3.8041835
1115,3.8252027,8.449013,10.701721,3.0293436,3.8663292,6.9475484,6.978937,4.1264796,4.3353624,3.4466414
1116,3.2398798,8.402895,9.517262,2.816791,4.0184875,8.527396,6.999729,4.0338497,5.2847013,3.4211712
1117,4.1486506,8.122015,10.505765,2.4136915,3.399405,6.9862704,7.2038965,4.2083383,4.448064,3.301563
1118,4.0909486,8.818599,9.463879,3.807687,4.518392,9.474662,6.8449316,2.2236483,3.4988377,3.0584638
1119,3.6126266,7.738199,11.510605,4.415429,4.661238,11.384381,10.088767,12.173035,8.985959,0.4204937
1120,4.7796397,7.8498588,10.733098,3.6768105,5.329219,11.700918,6.934298,7.0267215,7.559012,7.1969037
1121,3.8127089,7.7866273,11.414332,4.428934,4.5243454,11.342582,10.45257,12.113231,9.091667,0.8192065
1122,3.6608908,7.7671957,11.490808,4.477901,4.59485,11.296863,10.171265,11.868008,9.506361,-0.02694121
1123,-1.840244,9.358543,4.3513656,2.811789,5.0415044,9.005143,6.976128,2.3740394,4.070852,2.3294303
1124,-1.3395318,10.084638,5.0271106,3.0577452,4.910694,7.149818,6.6988177,4.145964,3.9010537,3.9562938
1125,3.5503237,9.166531,11.419753,2.9281466,3.8225207,9.841412,5.6512017,4.567361,4.0756445,3.050596
1126,-2.1482296,9.406862,4.548835,2.841835,4.934089,8.31253,6.8845096,2.7437823,4.215594,2.1609602
1127,3.7643573,8.823319,9.213824,3.3595512,4.3039308,7.1714206,6.9951863,3.8223548,4.613698,2.8084753
1128,-1.8843665,7.917553,4.7971754,2.486905,4.503551,6.649438,7.1103015,4.177262,4.2810016,3.5540693
